Vendor,Network / Site,VendorNetworkID,Datasource,Mediaplan,Campaign Mp Label,Campaign upper,Campaign Name
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Always On Pride_Facebook_Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Always On Quedate en Casa_Facebook_Facebook and Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_AlwaysOn_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Cae mejor_Placements Videos_CPV_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_CAEMEJOR_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Movimiento Pringles_Placements Videos_CPV_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_MOVIMIENTOPRINGLES_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Snackea y Gana_Placements Videos_CPV_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_PLACEMENTSVIDEOS_CPV_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_SnackeayGana_AffinityAudiences_CPA_EveningMe,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_Wavy_Affinity Audiences_CPV_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPV_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_WAVY_AFFINITYAUDIENCES_CPV_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Facebook and Instagram_Engagement_CPE_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Facebook and Instagram_Video Views_CPCV_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Facebook_Instagram_Reach_CPM_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_INSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Snackea y Gana_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Stay Home & Cae Mejor_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_STAYHOME&CAEMEJOR_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Wavy_Facebook_Facebook and Instagram_Reach_CPM_Evening Me,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ECU_Kelloggs_Masterbrand_Seasonal_Master Fusion_Facebook_Facebook_Reach_CPM_Breakfast for One,MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ECU_Kelloggs_Masterbrand_Seasonal_Master Fusion_Facebook_Instagram_Reach_CPM_Breakfast for One,MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,MCMMIA_2020_ECU_KELLOGGS_MASTERBRAND_SEASONAL_MASTERFUSION_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Cheez it_Seasonal_Galleta o Snack_Facebook_Facebook and Instagram_Reach_CPM_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Cheez It_Seasonal_Google_Youtube_Galleta o Snack_Affinity Audiences_CPV_Mid-Morning snack,MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_GALLETAOSNACK_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK,MCMMIA_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GOOGLE_YOUTUBE_GALLETAOSNACK_AFFINITYAUDIENCES_CPV_MID-MORNINGSNACK
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Chocokrispis_Facebook_Facebook_Reach_CPM_Family Breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Chocokrispis_Facebook_Instagram_Reach_CPM_Family Breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Chocokrispis_Affinity Audiences_CPM_Family Breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Chocokrispis_Affinity Audiences_CPV_Family Breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_CHOCOKRISPIS_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Koolcharas_Affinity Audiences_CPM_Family Breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_KOOLCHARAS_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Reformulacion_Affinity Audiences_CPV_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Reposicionamiento_Affinity Audiences_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Google_Youtube_Reposicionamiento_Affinity Audiences_CPV_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REPOSICIONAMIENTO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Koolcharas_Facebook_Facebook and Instagram_Reach_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Koolcharas_Facebook_Facebook_Reach_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Koolcharas_Facebook_Instagram_Reach_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Facebook_Facebook and Instagram_Reach_CPM_Family  breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Facebook_Facebook and Instagram_Reach_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Facebook_Facebook and Instagram_Reach_CPM_Family breakfast,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_YOUTUBE_REFORMULACION_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST
Facebook,Facebook,FACEBOOK_FACEBOOK,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_FAMILYBREAKFAST
Facebook,Instagram,FACEBOOK_INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
Google,Youtube,GOOGLE_YOUTUBE,Google Adwords,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST
Facebook,Facebook and Instagram,FACEBOOK_FACEBOOK AND INSTAGRAM,Facebook Ads Insights,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST
